id	coordinates
318445	(-97.7421,30.2679),(-97.741,30.2673)
318443	(-97.7405,30.267),(-97.741,30.2673)
318441	(-97.7406,30.2685),(-97.741,30.2673)
318439	(-97.7413,30.2666),(-97.741,30.2673)
318437	(-97.7468,30.2661),(-97.746,30.2655)
318435	(-97.7449,30.2645),(-97.746,30.2655)
318433	(-97.7458,30.2658),(-97.746,30.2655)
318431	(-97.7443,30.2695),(-97.7449,30.2679)
205271	(-97.7381,30.2665),(-97.7373,30.2663)
213459	(-97.7317,30.2861),(-97.7277,30.284)
213452	(-97.7428,30.2995),(-97.7452,30.2966)
215481	(-97.7474,30.3021),(-97.7462,30.3002)
206259	(-97.7376,30.2922),(-97.7366,30.2916)
214703	(-97.748,30.2816),(-97.7479,30.2813)
305325	(-97.7332,30.2772),(-97.7341,30.2774)
218539	(-97.7428,30.2995),(-97.7467,30.2994)
317610	(-97.7335,30.2871),(-97.7373,30.2847)
214698	(-97.7467,30.2731),(-97.7482,30.2737)
218537	(-97.7459,30.2913),(-97.7469,30.2974)
205222	(-97.7402,30.275),(-97.7433,30.2769)
218533	(-97.7376,30.2922),(-97.742,30.2937)
218531	(-97.7429,30.2906),(-97.7441,30.2945)
206242	(-97.7459,30.2913),(-97.7444,30.2907)
218529	(-97.7429,30.2906),(-97.7412,30.2913)
218527	(-97.7429,30.2906),(-97.7446,30.2887)
316829	(-97.7407,30.2633),(-97.7424,30.2638)
218525	(-97.7429,30.2906),(-97.7445,30.29)
305308	(-97.7365,30.2715),(-97.7359,30.2707)
218523	(-97.7459,30.2913),(-97.7477,30.2892)
218521	(-97.7435,30.285),(-97.7443,30.2879)
206231	(-97.7405,30.2795),(-97.7423,30.2797)
218519	(-97.7435,30.285),(-97.7418,30.2845)
304277	(-97.7466,30.2779),(-97.7452,30.2768)
218517	(-97.7373,30.2847),(-97.7415,30.2883)
316819	(-97.7475,30.2909),(-97.7459,30.2913)
218515	(-97.7435,30.285),(-97.7423,30.2818)
218513	(-97.7315,30.2823),(-97.7336,30.2794)
206225	(-97.7435,30.285),(-97.7449,30.2853)
425105	(-97.7349,30.2756),(-97.6849,30.3256)
205199	(-97.7424,30.2638),(-97.7414,30.2646)
305295	(-97.735,30.2739),(-97.7337,30.2738)
218511	(-97.7405,30.2795),(-97.7399,30.2797)
425102	(-97.6849,30.3256),(-97.7349,30.2756)
218509	(-97.7372,30.2786),(-97.7375,30.2805)
206219	(-97.7437,30.2805),(-97.7445,30.2804)
218507	(-97.7405,30.2795),(-97.739,30.2783)
206217	(-97.7437,30.2805),(-97.7432,30.2821)
217737	(-97.7522,30.2722),(-97.7534,30.2727)
218505	(-97.7341,30.2774),(-97.7351,30.2783)
218503	(-97.7489,30.2782),(-97.7468,30.2773)
217734	(-97.7494,30.2665),(-97.7484,30.2665)
217733	(-97.746,30.2655),(-97.7448,30.2666)
218501	(-97.7452,30.2768),(-97.7438,30.2757)
218499	(-97.7359,30.2707),(-97.7364,30.2704)
206210	(-97.7437,30.2805),(-97.7434,30.2801)
218497	(-97.7467,30.2731),(-97.7468,30.2708)
217728	(-97.7402,30.275),(-97.7365,30.2747)
206207	(-97.7373,30.2847),(-97.737,30.2895)
316799	(-97.7378,30.2917),(-97.7376,30.2922)
217727	(-97.7402,30.275),(-97.742,30.2755)
218495	(-97.7394,30.2637),(-97.7402,30.2647)
316798	(-97.7481,30.2855),(-97.7483,30.2851)
316797	(-97.744,30.2839),(-97.7435,30.285)
218493	(-97.7402,30.275),(-97.7389,30.2767)
316795	(-97.7374,30.2835),(-97.7373,30.2847)
218491	(-97.7405,30.2795),(-97.7414,30.2774)
206202	(-97.7373,30.2847),(-97.7394,30.281)
218489	(-97.7437,30.2805),(-97.7449,30.2791)
305271	(-97.7373,30.2663),(-97.7381,30.2665)
218487	(-97.7452,30.2768),(-97.7454,30.278)
218485	(-97.7452,30.2768),(-97.7461,30.276)
313459	(-97.7277,30.284),(-97.7317,30.2861)
218483	(-97.7489,30.2782),(-97.7467,30.279)
206193	(-97.7315,30.2823),(-97.7303,30.2802)
218481	(-97.7489,30.2782),(-97.7482,30.2767)
204913	(-97.75,30.2739),(-97.7492,30.274)
204911	(-97.7484,30.2695),(-97.747,30.2703)
218479	(-97.75,30.2739),(-97.7486,30.2755)
218477	(-97.7467,30.2731),(-97.7457,30.2753)
205164	(-97.7424,30.2638),(-97.7425,30.2649)
313452	(-97.7452,30.2966),(-97.7428,30.2995)
218475	(-97.7467,30.2731),(-97.7447,30.2733)
218473	(-97.7484,30.2695),(-97.7493,30.2706)
205160	(-97.7394,30.2637),(-97.7389,30.2649)
218471	(-97.7449,30.2679),(-97.7464,30.2686)
204902	(-97.7522,30.2722),(-97.7529,30.2711)
218469	(-97.7437,30.271),(-97.7428,30.2701)
204900	(-97.7522,30.2722),(-97.752,30.2737)
205155	(-97.7394,30.2637),(-97.7382,30.2637)
218467	(-97.7437,30.271),(-97.745,30.2707)
205154	(-97.7402,30.275),(-97.7375,30.2753)
205922	(-97.7483,30.2851),(-97.7448,30.2866)
204898	(-97.75,30.2739),(-97.7495,30.2731)
205921	(-97.7459,30.2913),(-97.7499,30.2917)
218465	(-97.7437,30.271),(-97.7443,30.2726)
218463	(-97.7437,30.271),(-97.7433,30.2723)
306013	(-97.7483,30.2836),(-97.7483,30.2851)
218461	(-97.7402,30.2707),(-97.7395,30.2713)
314714	(-97.7353,30.2778),(-97.7372,30.2786)
204889	(-97.7494,30.2665),(-97.7491,30.2678)
315481	(-97.7462,30.3002),(-97.7474,30.3021)
218457	(-97.7402,30.2707),(-97.7402,30.2694)
218455	(-97.7381,30.2665),(-97.7382,30.2657)
314710	(-97.7388,30.2788),(-97.7372,30.2786)
314709	(-97.7364,30.2781),(-97.7372,30.2786)
218453	(-97.7381,30.2665),(-97.7389,30.2669)
204884	(-97.7494,30.2665),(-97.751,30.2652)
314708	(-97.7513,30.2828),(-97.748,30.2816)
306259	(-97.7366,30.2916),(-97.7376,30.2922)
218451	(-97.7381,30.2665),(-97.7375,30.2676)
314706	(-97.7456,30.2807),(-97.748,30.2816)
314705	(-97.7477,30.2822),(-97.748,30.2816)
218449	(-97.7449,30.2679),(-97.745,30.2676)
314703	(-97.7479,30.2813),(-97.748,30.2816)
218447	(-97.7449,30.2679),(-97.7434,30.2682)
218445	(-97.741,30.2673),(-97.7421,30.2679)
218443	(-97.741,30.2673),(-97.7405,30.267)
318539	(-97.7467,30.2994),(-97.7428,30.2995)
314698	(-97.7482,30.2737),(-97.7467,30.2731)
204873	(-97.7484,30.2695),(-97.7477,30.2684)
218441	(-97.741,30.2673),(-97.7406,30.2685)
318537	(-97.7469,30.2974),(-97.7459,30.2913)
204872	(-97.7527,30.2676),(-97.7557,30.2678)
218439	(-97.741,30.2673),(-97.7413,30.2666)
305222	(-97.7433,30.2769),(-97.7402,30.275)
218437	(-97.746,30.2655),(-97.7468,30.2661)
318533	(-97.742,30.2937),(-97.7376,30.2922)
218435	(-97.746,30.2655),(-97.7449,30.2645)
318531	(-97.7441,30.2945),(-97.7429,30.2906)
204866	(-97.7527,30.2676),(-97.7538,30.2685)
306242	(-97.7444,30.2907),(-97.7459,30.2913)
218433	(-97.746,30.2655),(-97.7458,30.2658)
318529	(-97.7412,30.2913),(-97.7429,30.2906)
218431	(-97.7449,30.2679),(-97.7443,30.2695)
318527	(-97.7446,30.2887),(-97.7429,30.2906)
318525	(-97.7445,30.29),(-97.7429,30.2906)
318523	(-97.7477,30.2892),(-97.7459,30.2913)
318521	(-97.7443,30.2879),(-97.7435,30.285)
306231	(-97.7423,30.2797),(-97.7405,30.2795)
318519	(-97.7418,30.2845),(-97.7435,30.285)
318517	(-97.7415,30.2883),(-97.7373,30.2847)
318515	(-97.7423,30.2818),(-97.7435,30.285)
306225	(-97.7449,30.2853),(-97.7435,30.285)
318513	(-97.7336,30.2794),(-97.7315,30.2823)
305199	(-97.7414,30.2646),(-97.7424,30.2638)
318511	(-97.7399,30.2797),(-97.7405,30.2795)
318509	(-97.7375,30.2805),(-97.7372,30.2786)
306219	(-97.7445,30.2804),(-97.7437,30.2805)
318507	(-97.739,30.2783),(-97.7405,30.2795)
306217	(-97.7432,30.2821),(-97.7437,30.2805)
317737	(-97.7534,30.2727),(-97.7522,30.2722)
318505	(-97.7351,30.2783),(-97.7341,30.2774)
318503	(-97.7468,30.2773),(-97.7489,30.2782)
317734	(-97.7484,30.2665),(-97.7494,30.2665)
317733	(-97.7448,30.2666),(-97.746,30.2655)
318501	(-97.7438,30.2757),(-97.7452,30.2768)
318499	(-97.7364,30.2704),(-97.7359,30.2707)
306210	(-97.7434,30.2801),(-97.7437,30.2805)
318497	(-97.7468,30.2708),(-97.7467,30.2731)
317728	(-97.7365,30.2747),(-97.7402,30.275)
306207	(-97.737,30.2895),(-97.7373,30.2847)
317727	(-97.742,30.2755),(-97.7402,30.275)
318495	(-97.7402,30.2647),(-97.7394,30.2637)
318493	(-97.7389,30.2767),(-97.7402,30.275)
318491	(-97.7414,30.2774),(-97.7405,30.2795)
306202	(-97.7394,30.281),(-97.7373,30.2847)
318489	(-97.7449,30.2791),(-97.7437,30.2805)
318487	(-97.7454,30.278),(-97.7452,30.2768)
318485	(-97.7461,30.276),(-97.7452,30.2768)
206356	(-97.7317,30.2861),(-97.7307,30.285)
318483	(-97.7467,30.279),(-97.7489,30.2782)
304913	(-97.7492,30.274),(-97.75,30.2739)
306193	(-97.7303,30.2802),(-97.7315,30.2823)
318481	(-97.7482,30.2767),(-97.7489,30.2782)
304911	(-97.747,30.2703),(-97.7484,30.2695)
318479	(-97.7486,30.2755),(-97.75,30.2739)
205325	(-97.7341,30.2774),(-97.7332,30.2772)
318477	(-97.7457,30.2753),(-97.7467,30.2731)
305164	(-97.7425,30.2649),(-97.7424,30.2638)
318475	(-97.7447,30.2733),(-97.7467,30.2731)
217610	(-97.7373,30.2847),(-97.7335,30.2871)
318473	(-97.7493,30.2706),(-97.7484,30.2695)
305160	(-97.7389,30.2649),(-97.7394,30.2637)
318471	(-97.7464,30.2686),(-97.7449,30.2679)
304902	(-97.7529,30.2711),(-97.7522,30.2722)
318469	(-97.7428,30.2701),(-97.7437,30.271)
304900	(-97.752,30.2737),(-97.7522,30.2722)
305155	(-97.7382,30.2637),(-97.7394,30.2637)
318467	(-97.745,30.2707),(-97.7437,30.271)
304898	(-97.7495,30.2731),(-97.75,30.2739)
305154	(-97.7375,30.2753),(-97.7402,30.275)
305922	(-97.7448,30.2866),(-97.7483,30.2851)
305921	(-97.7499,30.2917),(-97.7459,30.2913)
318465	(-97.7443,30.2726),(-97.7437,30.271)
216829	(-97.7424,30.2638),(-97.7407,30.2633)
304889	(-97.7491,30.2678),(-97.7494,30.2665)
304884	(-97.751,30.2652),(-97.7494,30.2665)
216819	(-97.7459,30.2913),(-97.7475,30.2909)
304873	(-97.7477,30.2684),(-97.7484,30.2695)
304872	(-97.7557,30.2678),(-97.7527,30.2676)
304866	(-97.7538,30.2685),(-97.7527,30.2676)
216799	(-97.7376,30.2922),(-97.7378,30.2917)
216798	(-97.7483,30.2851),(-97.7481,30.2855)
216797	(-97.7435,30.285),(-97.744,30.2839)
216795	(-97.7373,30.2847),(-97.7374,30.2835)
206013	(-97.7483,30.2851),(-97.7483,30.2836)
214714	(-97.7372,30.2786),(-97.7353,30.2778)
214710	(-97.7372,30.2786),(-97.7388,30.2788)
214709	(-97.7372,30.2786),(-97.7364,30.2781)
306356	(-97.7307,30.285),(-97.7317,30.2861)
214708	(-97.748,30.2816),(-97.7513,30.2828)
214706	(-97.748,30.2816),(-97.7456,30.2807)
214705	(-97.748,30.2816),(-97.7477,30.2822)
425140	(-97.7360458320313,30.2596479726562),(-97.7358,30.261)
325031	(-97.7235,30.2893),(-97.7235,30.2893)
425031	(-97.7235,30.2893),(-97.7235,30.2893)
6354	(-97.727004,30.291445),(-97.7272,30.2911)
106354	(-97.7272,30.2911),(-97.727004,30.291445)
18410	(-97.7272,30.2911),(-97.7268,30.2891)
118410	(-97.7268,30.2891),(-97.7272,30.2911)
6353	(-97.72513,30.286652),(-97.726701,30.287182),(-97.72672,30.287188),(-97.726726,30.28719),(-97.726743,30.287196)
106353	(-97.726743,30.287196),(-97.726726,30.28719),(-97.72672,30.287188),(-97.726701,30.287182),(-97.72513,30.286652)
16581	(-97.7228,30.2853),(-97.724682,30.28643)
116581	(-97.724682,30.28643),(-97.7228,30.2853)
117625	(-97.733502,30.267503),(-97.733475,30.267579),(-97.733431,30.2677)
13444	(-97.716466,30.300153),(-97.7279,30.2823)
4870	(-97.751,30.2652),(-97.7523,30.2656)
104870	(-97.7523,30.2656),(-97.751,30.2652)
16370	(-97.7523,30.2656),(-97.7524,30.2657)
116370	(-97.7524,30.2657),(-97.7523,30.2656)
18600	(-97.7524,30.2657),(-97.7555509261609,30.2663454823876)
118600	(-97.7555509261609,30.2663454823876),(-97.7524,30.2657)
4879	(-97.7555509261609,30.2663454823876),(-97.7571,30.267)
104879	(-97.7571,30.267),(-97.7555509261609,30.2663454823876)
4876	(-97.757094,30.266965),(-97.757438,30.267246),(-97.758268,30.267926),(-97.761474,30.269369)
18275	(-97.7437,30.2822),(-97.7442,30.2824)
118275	(-97.7442,30.2824),(-97.7437,30.2822)
118561	(-97.7448,30.2825),(-97.7442,30.2824)
18561	(-97.7442,30.2824),(-97.7448,30.2825)
6227	(-97.7448,30.2825),(-97.7452,30.2827)
106227	(-97.7452,30.2827),(-97.7448,30.2825)
5885	(-97.7452,30.2827),(-97.7461,30.2829)
105885	(-97.7461,30.2829),(-97.7452,30.2827)
18283	(-97.7461,30.2829),(-97.7472,30.2832)
118283	(-97.7472,30.2832),(-97.7461,30.2829)
6009	(-97.7498,30.2839),(-97.7521,30.2836)
106009	(-97.7521,30.2836),(-97.7498,30.2839)
6012	(-97.7483,30.2836),(-97.7498,30.2839)
106012	(-97.7498,30.2839),(-97.7483,30.2836)
14704	(-97.7472,30.2832),(-97.7483,30.2836)
114704	(-97.7483,30.2836),(-97.7472,30.2832)
6229	(-97.7432,30.2821),(-97.7437,30.2822)
106229	(-97.7437,30.2822),(-97.7432,30.2821)
425151	(-97.7235,30.2893),(-97.7231,30.289)
425152	(-97.7231,30.289),(-97.7235,30.2893)
425153	(-97.723368980416,30.289559994712),(-97.7235,30.2893)
117623	(-97.733502,30.267503),(-97.734299,30.267725)
18359	(-97.7511,30.2775),(-97.7516,30.2801)
118359	(-97.7516,30.2801),(-97.7511,30.2775)
18287	(-97.7474,30.2792),(-97.7516,30.2801)
118287	(-97.7516,30.2801),(-97.7474,30.2792)
118385	(-97.7375,30.2655),(-97.7365,30.2652)
104869	(-97.7558,30.2708),(-97.7546,30.2703)
105248	(-97.7365,30.2652),(-97.7354,30.2649)
106173	(-97.7307,30.285),(-97.727965,30.283227)
6173	(-97.727965,30.283227),(-97.7307,30.285)
13457	(-97.7307,30.285),(-97.7319,30.2851)
113457	(-97.7319,30.2851),(-97.7307,30.285)
6247	(-97.7374,30.2835),(-97.7381,30.2807)
106247	(-97.7381,30.2807),(-97.7374,30.2835)
6246	(-97.7341,30.2832),(-97.7374,30.2835)
106246	(-97.7374,30.2835),(-97.7341,30.2832)
6203	(-97.7374,30.2835),(-97.7406,30.2837)
106203	(-97.7406,30.2837),(-97.7374,30.2835)
6250	(-97.734053,30.283213),(-97.734017,30.283102),(-97.73398,30.283002),(-97.733961,30.282959),(-97.733934,30.282897),(-97.733876,30.282797),(-97.733823,30.282743),(-97.733761,30.282679),(-97.733669,30.282573),(-97.733605,30.282488),(-97.733568,30.282438),(-97.733497,30.282316),(-97.73346,30.282211),(-97.733459,30.282209),(-97.733457,30.282207),(-97.733403,30.282125),(-97.733379,30.282089),(-97.73331,30.281889),(-97.733275,30.281726),(-97.733273,30.281687)
106250	(-97.733273,30.281687),(-97.733275,30.281726),(-97.73331,30.281889),(-97.733379,30.282089),(-97.733403,30.282125),(-97.733457,30.282207),(-97.733459,30.282209),(-97.73346,30.282211),(-97.733497,30.282316),(-97.733568,30.282438),(-97.733605,30.282488),(-97.733669,30.282573),(-97.733761,30.282679),(-97.733823,30.282743),(-97.733876,30.282797),(-97.733934,30.282897),(-97.733961,30.282959),(-97.73398,30.283002),(-97.734017,30.283102),(-97.734053,30.283213)
6256	(-97.7337,30.2853),(-97.7341,30.2832)
106256	(-97.7341,30.2832),(-97.7337,30.2853)
6261	(-97.7347,30.2893),(-97.7335,30.2871)
106261	(-97.7335,30.2871),(-97.7347,30.2893)
15712	(-97.73,30.2874),(-97.7307,30.285)
115712	(-97.7307,30.285),(-97.73,30.2874)
15483	(-97.726027,30.283144),(-97.726047,30.28314),(-97.726048,30.28314),(-97.72674,30.283017),(-97.726765,30.283013),(-97.726921,30.282986)
115483	(-97.726921,30.282986),(-97.726765,30.283013),(-97.72674,30.283017),(-97.726048,30.28314),(-97.726047,30.28314),(-97.726027,30.283144)
6348	(-97.726921,30.282986),(-97.727476,30.2831)
106348	(-97.727476,30.2831),(-97.726921,30.282986)
14227	(-97.727965,30.283227),(-97.727476,30.2831)
114227	(-97.727476,30.2831),(-97.727965,30.283227)
6361	(-97.7238,30.2888),(-97.72513,30.286652)
116037	(-97.7372,30.2729),(-97.7365,30.2747)
5304	(-97.7372,30.2729),(-97.7382,30.2732)
105304	(-97.7382,30.2732),(-97.7372,30.2729)
5296	(-97.735,30.2723),(-97.7372,30.2729)
105296	(-97.7372,30.2729),(-97.735,30.2723)
5328	(-97.731556,30.27549),(-97.731566,30.275458),(-97.731704,30.275007),(-97.731716,30.274967),(-97.731773,30.274778)
5315	(-97.732787,30.271834),(-97.732809,30.271779),(-97.733247,30.270674),(-97.733292,30.27056)
5249	(-97.733992,30.268625),(-97.734239,30.2679)
17624	(-97.734239,30.2679),(-97.734253,30.267859),(-97.734299,30.267725)
17622	(-97.734299,30.267725),(-97.734643,30.26688),(-97.734644,30.266877),(-97.734645,30.266874),(-97.734666,30.266823)
5247	(-97.734666,30.266823),(-97.735003,30.265878)
106339	(-97.72911,30.278454),(-97.729064,30.278541),(-97.729052,30.278566),(-97.728986,30.278708),(-97.728982,30.278717),(-97.728914,30.27886),(-97.72882,30.279061)
106303	(-97.725221,30.285603),(-97.724925,30.286058),(-97.724785,30.286273),(-97.724771,30.286294),(-97.724719,30.286375),(-97.724716,30.286379),(-97.724682,30.28643)
106360	(-97.724682,30.28643),(-97.724636,30.2865),(-97.724636,30.286501),(-97.724624,30.286519),(-97.724584,30.286583),(-97.724463,30.286753),(-97.724089,30.287392)
113437	(-97.724089,30.287392),(-97.723883,30.287719)
116295	(-97.723883,30.287719),(-97.723675,30.288049),(-97.723643,30.2881),(-97.723355,30.288554),(-97.723314,30.288623),(-97.723071,30.289036)
105253	(-97.734666,30.266823),(-97.734406,30.266743),(-97.734372,30.266732),(-97.734307,30.266712),(-97.734284,30.266705),(-97.734283,30.266705),(-97.73423,30.266688),(-97.7342,30.266679),(-97.733932,30.266596),(-97.733869,30.266577)
18429	(-97.7383,30.2699),(-97.7372,30.2696)
18168	(-97.7372,30.2696),(-97.7362,30.2693)
18167	(-97.7362,30.2693),(-97.733992,30.268625)
18394	(-97.7336,30.2697),(-97.7358,30.2702)
18426	(-97.7335,30.2675),(-97.7319,30.2672)
18162	(-97.734299,30.267725),(-97.7365,30.2683)
5159	(-97.732982,30.270499),(-97.733159,30.270127),(-97.733381,30.269668),(-97.73347,30.269505),(-97.733681,30.269165),(-97.733968,30.268695)
325002	(-97.7455,30.2609),(-97.7455,30.2609)
325003	(-97.7615,30.2694),(-97.7615,30.2694)
325004	(-97.7487,30.2611),(-97.7487,30.2611)
325005	(-97.7571,30.2645),(-97.7571,30.2645)
325006	(-97.7368,30.2612),(-97.7368,30.2612)
325007	(-97.7333,30.2706),(-97.7333,30.2706)
325008	(-97.734,30.2687),(-97.734,30.2687)
325010	(-97.735,30.2659),(-97.735,30.2659)
325011	(-97.7354,30.2649),(-97.7354,30.2649)
325012	(-97.7328,30.2718),(-97.7328,30.2718)
325013	(-97.7318,30.2748),(-97.7318,30.2748)
325014	(-97.7563,30.2895),(-97.7563,30.2895)
325015	(-97.733,30.2937),(-97.733,30.2937)
325016	(-97.7396,30.3003),(-97.7396,30.3003)
325017	(-97.7447,30.3027),(-97.7447,30.3027)
325018	(-97.7275,30.2831),(-97.7275,30.2831)
325019	(-97.72513,30.286652),(-97.72513,30.286652)
325020	(-97.727,30.2914),(-97.727,30.2914)
325021	(-97.7357,30.2972),(-97.7357,30.2972)
325022	(-97.7543,30.2779),(-97.7543,30.2779)
325023	(-97.7558,30.2708),(-97.7558,30.2708)
325024	(-97.7578,30.273),(-97.7578,30.273)
325025	(-97.7343,30.2677),(-97.7343,30.2677)
325026	(-97.7361,30.2631),(-97.7361,30.2631)
325027	(-97.7505,30.2997),(-97.7505,30.2997)
325028	(-97.7516,30.2801),(-97.7516,30.2801)
325029	(-97.7357,30.264),(-97.7357,30.264)
325030	(-97.7336,30.2697),(-97.7336,30.2697)
425002	(-97.7455,30.2609),(-97.7455,30.2609)
425003	(-97.7615,30.2694),(-97.7615,30.2694)
425004	(-97.7487,30.2611),(-97.7487,30.2611)
425005	(-97.7571,30.2645),(-97.7571,30.2645)
425006	(-97.7368,30.2612),(-97.7368,30.2612)
425007	(-97.7333,30.2706),(-97.7333,30.2706)
425008	(-97.734,30.2687),(-97.734,30.2687)
425010	(-97.735,30.2659),(-97.735,30.2659)
425011	(-97.7354,30.2649),(-97.7354,30.2649)
425012	(-97.7328,30.2718),(-97.7328,30.2718)
425013	(-97.7318,30.2748),(-97.7318,30.2748)
425014	(-97.7563,30.2895),(-97.7563,30.2895)
425015	(-97.733,30.2937),(-97.733,30.2937)
425016	(-97.7396,30.3003),(-97.7396,30.3003)
425017	(-97.7447,30.3027),(-97.7447,30.3027)
425018	(-97.7275,30.2831),(-97.7275,30.2831)
425019	(-97.72513,30.286652),(-97.72513,30.286652)
425020	(-97.727,30.2914),(-97.727,30.2914)
425021	(-97.7357,30.2972),(-97.7357,30.2972)
425022	(-97.7543,30.2779),(-97.7543,30.2779)
425023	(-97.7558,30.2708),(-97.7558,30.2708)
425024	(-97.7578,30.273),(-97.7578,30.273)
425025	(-97.7343,30.2677),(-97.7343,30.2677)
425026	(-97.7361,30.2631),(-97.7361,30.2631)
425027	(-97.7505,30.2997),(-97.7505,30.2997)
425028	(-97.7516,30.2801),(-97.7516,30.2801)
425029	(-97.7357,30.264),(-97.7357,30.264)
425030	(-97.7336,30.2697),(-97.7336,30.2697)
325009	(-97.7347,30.2668),(-97.7347,30.2668)
425009	(-97.7347,30.2668),(-97.7347,30.2668)
425101	(-97.7362,30.2963),(-97.7362,30.2963)
425104	(-97.7362,30.2963),(-97.7362,30.2963)
325110	(-97.7309,30.2635),(-97.7309,30.2635)
325111	(-97.737,30.257),(-97.737,30.257)
325112	(-97.7365,30.2571),(-97.7365,30.2571)
325113	(-97.7222,30.2909),(-97.7222,30.2909)
325114	(-97.7268,30.2788),(-97.7268,30.2788)
325115	(-97.728,30.2808),(-97.728,30.2808)
325116	(-97.7165,30.3002),(-97.7165,30.3002)
325117	(-97.7315,30.2647),(-97.7315,30.2647)
325118	(-97.7342,30.2615),(-97.7342,30.2615)
325119	(-97.7294,30.2692),(-97.7294,30.2692)
325120	(-97.7314,30.273),(-97.7314,30.273)
325121	(-97.726,30.2831),(-97.726,30.2831)
325122	(-97.7344,30.2605),(-97.7344,30.2605)
325123	(-97.7228,30.2853),(-97.7228,30.2853)
325124	(-97.7308,30.272),(-97.7308,30.272)
325125	(-97.7319,30.2672),(-97.7319,30.2672)
425110	(-97.7309,30.2635),(-97.7309,30.2635)
425111	(-97.737,30.257),(-97.737,30.257)
425112	(-97.7365,30.2571),(-97.7365,30.2571)
425113	(-97.7222,30.2909),(-97.7222,30.2909)
425114	(-97.7268,30.2788),(-97.7268,30.2788)
425115	(-97.728,30.2808),(-97.728,30.2808)
425116	(-97.7165,30.3002),(-97.7165,30.3002)
425117	(-97.7315,30.2647),(-97.7315,30.2647)
425118	(-97.7342,30.2615),(-97.7342,30.2615)
425119	(-97.7294,30.2692),(-97.7294,30.2692)
425120	(-97.7314,30.273),(-97.7314,30.273)
425121	(-97.726,30.2831),(-97.726,30.2831)
425122	(-97.7344,30.2605),(-97.7344,30.2605)
425123	(-97.7228,30.2853),(-97.7228,30.2853)
425124	(-97.7308,30.272),(-97.7308,30.272)
425125	(-97.7319,30.2672),(-97.7319,30.2672)
425126	(-97.7373,30.2578),(-97.7373,30.2578)
425127	(-97.7377,30.2574),(-97.7377,30.2574)
425128	(-97.7183,30.2966),(-97.7183,30.2966)
425129	(-97.7217,30.2914),(-97.7217,30.2914)
425130	(-97.7317,30.2659),(-97.7317,30.2659)
425131	(-97.7231,30.289),(-97.7231,30.289)
425150	(-97.7317,30.2659),(-97.7317,30.2659)
118219	(-97.7416,30.2785),(-97.7416,30.2785)
114512	(-97.7429,30.2639),(-97.7425,30.2649)
118373	(-97.7432,30.263),(-97.7429,30.2639)
18377	(-97.7455,30.2647),(-97.7459,30.2638)
14457	(-97.7421,30.2658),(-97.7411,30.2655)
17426	(-97.7411,30.2655),(-97.74,30.2652)
16877	(-97.7427,30.2722),(-97.7431,30.2712)
218459	(-97.7402,30.2707),(-97.7397,30.2724)
318459	(-97.7397,30.2724),(-97.7402,30.2707)
